user_id,group_size,age_group,thrill_preference,visit_duration_hours,budget_level
USR_01918,5,mixed,0.62,6.4,low
USR_01919,1,kids,0.55,2.0,high
USR_01920,1,adults,0.43,2.0,low
USR_01921,4,kids,0.53,5.6,medium
USR_01922,6,mixed,0.62,7.9,medium
USR_01923,1,kids,0.36,3.5,medium
USR_01924,3,mixed,0.35,5.6,medium
USR_01925,6,mixed,0.62,6.0,medium
USR_01926,3,kids,0.15,3.0,medium
USR_01927,1,adults,0.87,2.9,low
USR_01928,1,adults,0.99,2.0,low
USR_01929,4,mixed,0.77,4.2,low
USR_01930,1,mixed,0.77,4.4,medium
USR_01931,6,adults,0.77,7.0,low
USR_01932,6,kids,0.58,6.6,medium
USR_01933,6,kids,0.1,6.5,medium
USR_01934,4,mixed,0.79,5.9,low
USR_01935,4,mixed,0.54,6.0,medium
USR_01936,1,mixed,0.69,2.8,high
USR_01937,2,adults,0.72,2.0,low
USR_01938,2,adults,0.99,6.4,medium
USR_01939,4,mixed,0.7,4.2,medium
USR_01940,1,adults,0.6,3.9,medium
USR_01941,2,mixed,0.36,5.9,medium
USR_01942,1,adults,0.86,3.5,medium
USR_01943,1,mixed,0.77,2.6,medium
USR_01944,1,adults,0.41,2.0,low
USR_01945,5,mixed,0.62,4.8,medium
USR_01946,6,kids,0.39,7.8,medium
USR_01947,1,mixed,0.37,4.5,low
USR_01948,5,kids,0.11,6.0,medium
USR_01949,4,mixed,0.65,6.0,high
USR_01950,2,adults,0.88,4.9,medium
USR_01951,6,kids,0.34,6.5,medium
USR_01952,2,adults,0.87,5.4,high
USR_01953,6,kids,0.18,7.4,medium
USR_01954,2,kids,0.19,3.6,medium
USR_01955,6,kids,0.5,7.3,medium
USR_01956,2,mixed,0.57,7.2,high
USR_01957,2,kids,0.5,4.8,medium
USR_01958,2,adults,0.63,5.4,medium
USR_01959,2,adults,0.9,3.0,medium
USR_01960,4,kids,0.36,8.0,high
USR_01961,1,adults,0.89,4.1,medium
USR_01962,3,kids,0.48,2.6,low
USR_01963,5,adults,0.66,8.1,high
USR_01964,3,kids,0.56,4.3,medium
USR_01965,3,mixed,0.64,2.5,low
USR_01966,6,mixed,0.7,7.5,medium
USR_01967,1,mixed,0.32,3.9,medium
USR_01968,6,kids,0.42,8.5,high
USR_01969,1,adults,0.9,2.7,low
USR_01970,1,adults,0.92,3.9,high
USR_01971,2,adults,0.71,7.1,medium
USR_01972,4,adults,0.96,3.8,low
USR_01973,2,mixed,0.65,6.1,high
USR_01974,4,kids,0.25,5.7,medium
USR_01975,6,kids,0.19,5.8,low
USR_01976,4,kids,0.41,5.6,medium
USR_01977,6,kids,0.22,6.6,high
USR_01978,3,kids,0.14,4.2,medium
USR_01979,3,kids,0.1,4.3,low
USR_01980,4,kids,0.4,3.3,low
USR_01981,4,adults,0.76,5.8,low
USR_01982,6,kids,0.48,6.1,medium
USR_01983,2,kids,0.29,2.4,medium
USR_01984,6,kids,0.34,5.5,low
USR_01985,2,adults,0.56,6.2,low
USR_01986,3,mixed,0.67,2.5,medium
USR_01987,1,adults,0.91,4.8,high
USR_01988,4,kids,0.58,4.8,medium
USR_01989,2,adults,0.54,4.7,high
USR_01990,6,kids,0.52,8.0,medium
USR_01991,3,adults,0.78,5.1,low
USR_01992,2,mixed,0.44,4.3,high
USR_01993,6,kids,0.37,5.7,medium
USR_01994,4,kids,0.47,6.4,medium
USR_01995,4,kids,0.45,7.4,high
USR_01996,5,kids,0.55,5.7,low
USR_01997,1,adults,0.65,3.3,low
USR_01998,5,kids,0.6,6.0,medium
USR_01999,3,mixed,0.32,3.4,low
USR_02000,2,adults,0.89,3.6,low
USR_02001,3,kids,0.45,5.0,low
USR_02002,6,mixed,0.6,7.2,low
USR_02003,4,kids,0.26,6.3,medium
USR_02004,5,adults,0.49,5.1,low
USR_02005,5,mixed,0.71,8.4,medium
USR_02006,5,kids,0.21,6.1,medium
USR_02007,3,kids,0.41,4.8,medium
USR_02008,4,mixed,0.63,3.6,low
USR_02009,2,kids,0.59,3.9,medium
USR_02010,6,mixed,0.53,7.4,low
USR_02011,2,adults,0.79,5.0,medium
USR_02012,3,adults,0.42,7.8,high
USR_02013,6,kids,0.43,7.9,medium
USR_02014,5,mixed,0.38,6.8,medium
USR_02015,1,kids,0.4,2.8,medium
USR_02016,3,kids,0.57,4.1,medium
USR_02017,3,adults,0.72,7.1,high
USR_02018,4,kids,0.13,7.8,high
USR_02019,2,kids,0.6,2.8,medium
USR_02020,3,kids,0.45,5.8,medium
USR_02021,3,adults,0.57,6.7,high
USR_02022,5,kids,0.11,6.2,high
USR_02023,5,mixed,0.59,7.1,medium
USR_02024,6,mixed,0.39,6.0,medium
USR_02025,1,adults,0.87,2.0,low
USR_02026,4,kids,0.22,6.5,high
USR_02027,1,mixed,0.35,3.1,low
USR_02028,6,kids,0.39,7.2,medium
USR_02029,5,mixed,0.33,9.4,low
USR_02030,2,adults,0.7,4.1,low
USR_02031,5,adults,0.63,6.7,medium
USR_02032,4,kids,0.55,7.2,high
USR_02033,5,kids,0.21,5.5,low
USR_02034,4,kids,0.38,6.8,medium
USR_02035,4,kids,0.42,5.6,low
USR_02036,4,kids,0.18,5.6,low
USR_02037,6,kids,0.59,6.6,medium
USR_02038,4,mixed,0.51,3.8,medium
USR_02039,4,mixed,0.32,4.6,low
USR_02040,2,adults,0.79,4.4,medium
USR_02041,1,adults,0.86,2.3,low
USR_02042,3,mixed,0.77,5.3,medium
USR_02043,1,adults,0.88,4.0,high
USR_02044,4,mixed,0.52,7.2,high
USR_02045,2,adults,0.85,2.9,medium
USR_02046,5,kids,0.23,6.7,medium
USR_02047,2,adults,0.73,4.3,high
USR_02048,4,mixed,0.77,3.4,low
USR_02049,2,adults,0.99,4.9,high
USR_02050,2,adults,0.57,6.9,high
USR_02051,4,kids,0.24,3.4,low
USR_02052,6,mixed,0.72,6.9,low
USR_02053,2,kids,0.46,6.1,high
USR_02054,3,kids,0.52,7.7,medium
USR_02055,3,kids,0.3,3.8,low
USR_02056,2,kids,0.38,2.8,low
USR_02057,6,mixed,0.41,5.9,medium
USR_02058,5,kids,0.41,7.9,medium
USR_02059,4,mixed,0.64,4.7,medium
USR_02060,3,mixed,0.74,5.5,high
USR_02061,5,kids,0.42,3.8,low
USR_02062,2,mixed,0.71,5.2,medium
USR_02063,5,kids,0.29,7.9,medium
USR_02064,1,adults,0.91,4.3,medium
USR_02065,3,mixed,0.35,2.5,low
USR_02066,2,adults,0.9,5.8,high
USR_02067,4,kids,0.3,4.7,high
USR_02068,6,mixed,0.41,7.4,medium
USR_02069,2,mixed,0.53,4.3,medium
USR_02070,4,mixed,0.63,5.6,low
USR_02071,6,adults,0.59,7.9,medium
USR_02072,6,mixed,0.7,7.3,medium
USR_02073,2,adults,0.48,2.0,medium
USR_02074,5,kids,0.11,8.1,high
USR_02075,5,mixed,0.79,6.6,medium
USR_02076,6,kids,0.33,6.2,medium
USR_02077,5,mixed,0.62,4.6,medium
USR_02078,1,adults,0.63,4.6,low
USR_02079,6,kids,0.19,8.8,medium
USR_02080,6,adults,0.65,8.1,medium
USR_02081,4,mixed,0.51,4.9,medium
USR_02082,5,kids,0.34,3.5,medium
USR_02083,6,adults,0.66,8.2,medium
USR_02084,1,adults,0.73,3.7,medium
USR_02085,4,kids,0.52,5.3,medium
USR_02086,2,adults,0.91,5.4,medium
USR_02087,6,mixed,0.65,9.3,high
USR_02088,1,mixed,0.39,3.0,low
USR_02089,3,mixed,0.32,4.4,low
USR_02090,1,mixed,0.73,3.4,medium
USR_02091,1,adults,0.58,3.6,low
USR_02092,4,mixed,0.43,4.2,low
USR_02093,2,mixed,0.58,4.6,medium
USR_02094,3,kids,0.43,3.8,medium
USR_02095,5,kids,0.22,8.1,medium
USR_02096,5,adults,0.74,8.1,high
USR_02097,1,mixed,0.65,2.5,medium
USR_02098,4,mixed,0.73,6.8,high
USR_02099,4,mixed,0.4,4.2,low
USR_02100,5,mixed,0.46,8.3,medium
USR_02101,3,mixed,0.52,7.8,high
USR_02102,2,adults,0.92,4.9,medium
USR_02103,3,kids,0.56,6.8,medium
USR_02104,6,mixed,0.49,7.5,medium
USR_02105,6,mixed,0.63,7.7,low
USR_02106,2,adults,0.65,5.6,medium
USR_02107,5,mixed,0.78,6.5,medium
USR_02108,2,adults,0.77,5.2,high
USR_02109,4,kids,0.41,6.3,low
USR_02110,6,kids,0.18,9.1,high
USR_02111,1,adults,0.97,3.4,high
USR_02112,1,adults,0.83,2.0,low
USR_02113,5,adults,0.65,6.3,medium
USR_02114,4,kids,0.23,4.2,high
USR_02115,3,kids,0.47,4.7,high
USR_02116,4,mixed,0.76,4.7,medium
USR_02117,1,adults,0.82,2.6,medium
USR_02118,1,adults,0.65,4.3,medium
USR_02119,6,mixed,0.32,8.5,medium
USR_02120,4,mixed,0.51,5.8,low
USR_02121,4,kids,0.54,6.5,medium
USR_02122,1,adults,0.7,3.6,low
USR_02123,3,adults,0.77,2.0,low
USR_02124,5,mixed,0.4,6.5,medium
USR_02125,5,mixed,0.51,4.3,medium
USR_02126,4,kids,0.3,6.3,medium
USR_02127,5,kids,0.34,4.0,medium
USR_02128,1,adults,0.59,3.1,medium
USR_02129,1,adults,0.64,3.5,low
USR_02130,4,kids,0.44,4.4,medium
USR_02131,4,mixed,0.75,7.9,high
USR_02132,6,kids,0.45,7.9,medium
USR_02133,4,mixed,0.77,6.2,medium
USR_02134,3,mixed,0.37,5.7,medium
USR_02135,5,kids,0.41,7.1,high
USR_02136,4,mixed,0.33,5.4,low
USR_02137,2,adults,0.44,4.1,medium
USR_02138,6,mixed,0.61,7.3,medium
USR_02139,2,adults,0.95,3.3,medium
USR_02140,1,adults,0.65,2.0,low
USR_02141,5,mixed,0.54,6.1,medium
USR_02142,4,kids,0.46,4.7,low
USR_02143,2,kids,0.32,3.2,medium
USR_02144,5,kids,0.13,7.5,medium
USR_02145,1,adults,0.58,2.0,low
USR_02146,3,mixed,0.43,5.7,high
USR_02147,6,kids,0.45,8.2,low
USR_02148,5,kids,0.11,8.6,high
USR_02149,5,mixed,0.54,8.0,medium
USR_02150,3,mixed,0.47,3.7,low
USR_02151,5,mixed,0.49,6.9,low
USR_02152,1,kids,0.4,3.0,high
USR_02153,1,adults,0.53,2.5,low
USR_02154,3,mixed,0.42,4.2,low
USR_02155,6,kids,0.33,6.6,medium
USR_02156,4,mixed,0.65,5.3,medium
USR_02157,2,adults,0.71,3.5,medium
USR_02158,4,adults,0.95,4.0,low
USR_02159,5,mixed,0.68,7.0,low
USR_02160,2,kids,0.22,3.4,low
USR_02161,3,mixed,0.5,4.6,low
USR_02162,3,adults,0.81,5.1,medium
USR_02163,6,mixed,0.43,7.4,medium
USR_02164,2,adults,0.77,3.7,low
USR_02165,1,adults,0.49,2.9,medium
USR_02166,2,adults,0.73,5.8,medium
USR_02167,5,kids,0.44,8.4,high
USR_02168,1,adults,0.67,4.3,high
USR_02169,3,mixed,0.67,5.4,high
USR_02170,2,adults,0.48,3.5,low
USR_02171,4,adults,0.62,5.7,low
USR_02172,6,adults,0.44,9.1,medium
USR_02173,4,kids,0.51,3.6,low
USR_02174,6,kids,0.42,8.1,medium
USR_02175,5,kids,0.55,7.9,medium
USR_02176,4,kids,0.41,4.9,high
USR_02177,2,mixed,0.68,4.9,high
USR_02178,2,adults,0.48,2.8,medium
USR_02179,4,mixed,0.37,6.2,medium
USR_02180,2,mixed,0.56,3.7,medium
USR_02181,5,mixed,0.73,5.8,low
USR_02182,1,adults,0.43,2.8,medium
USR_02183,5,mixed,0.51,6.9,low
USR_02184,6,kids,0.14,7.6,medium
USR_02185,5,kids,0.47,6.8,medium
USR_02186,6,kids,0.37,7.5,medium
USR_02187,2,adults,0.52,4.8,medium
USR_02188,1,adults,0.61,3.0,medium
USR_02189,2,adults,0.91,7.1,high
USR_02190,3,mixed,0.34,2.9,low
USR_02191,2,mixed,0.35,2.0,medium
USR_02192,6,kids,0.46,5.1,medium
USR_02193,2,adults,0.9,2.0,medium
USR_02194,2,mixed,0.77,5.9,high
USR_02195,1,adults,0.6,3.5,low
USR_02196,2,kids,0.14,5.5,medium
USR_02197,1,adults,0.87,2.0,medium
USR_02198,4,kids,0.44,7.6,high
USR_02199,3,kids,0.35,4.5,low
USR_02200,1,adults,0.45,3.5,medium
USR_02201,6,kids,0.38,8.1,medium
USR_02202,4,kids,0.3,4.3,low
USR_02203,1,adults,0.83,6.4,medium
USR_02204,1,adults,0.98,4.9,medium
USR_02205,3,mixed,0.62,4.3,medium
USR_02206,6,mixed,0.44,7.0,high
USR_02207,5,kids,0.13,6.4,medium
USR_02208,5,kids,0.53,6.7,medium
USR_02209,1,adults,0.66,4.6,medium
USR_02210,2,adults,0.69,2.2,low
USR_02211,6,mixed,0.78,7.1,low
USR_02212,4,kids,0.57,3.9,medium
USR_02213,2,mixed,0.59,4.6,medium
USR_02214,2,adults,0.83,3.5,low
USR_02215,6,kids,0.48,9.6,medium
USR_02216,1,adults,0.51,2.0,medium
USR_02217,1,mixed,0.32,4.4,low
USR_02218,1,adults,0.55,2.0,medium
USR_02219,1,adults,0.51,2.0,low
USR_02220,5,mixed,0.47,5.5,high
USR_02221,1,adults,1.0,4.6,high
USR_02222,5,kids,0.46,5.1,medium
USR_02223,5,mixed,0.4,4.4,low
USR_02224,1,adults,0.65,3.5,medium
USR_02225,3,mixed,0.78,6.4,high
USR_02226,4,mixed,0.59,5.7,medium
USR_02227,2,mixed,0.5,3.4,low
USR_02228,5,mixed,0.7,8.7,medium
USR_02229,6,mixed,0.56,8.5,high
USR_02230,6,mixed,0.42,8.3,medium
USR_02231,4,mixed,0.4,5.9,medium
USR_02232,6,kids,0.52,6.0,medium
USR_02233,3,kids,0.37,5.6,medium
USR_02234,6,mixed,0.33,6.0,low
USR_02235,2,adults,0.99,4.0,medium
USR_02236,2,adults,0.99,4.0,low
USR_02237,5,mixed,0.36,4.2,medium
USR_02238,1,adults,0.7,2.0,low
USR_02239,3,mixed,0.41,6.0,medium
USR_02240,5,mixed,0.6,5.2,low
USR_02241,3,adults,0.65,4.2,medium
USR_02242,1,adults,0.52,3.5,medium
USR_02243,6,mixed,0.59,6.3,low
USR_02244,6,kids,0.55,7.3,low
USR_02245,1,adults,0.44,2.7,low
USR_02246,5,kids,0.43,7.7,high
USR_02247,1,adults,0.41,2.5,medium
USR_02248,4,kids,0.4,5.9,medium
USR_02249,2,adults,0.78,4.9,low
USR_02250,5,mixed,0.65,5.8,medium
USR_02251,3,mixed,0.63,7.0,high
USR_02252,4,mixed,0.59,6.6,high
USR_02253,5,adults,0.75,7.4,medium
USR_02254,1,adults,0.87,3.0,low
USR_02255,1,kids,0.42,2.8,low
USR_02256,1,mixed,0.76,3.2,low
USR_02257,1,adults,0.94,4.3,low
USR_02258,3,kids,0.5,4.7,low
USR_02259,4,kids,0.35,5.8,low
USR_02260,6,kids,0.25,6.9,medium
USR_02261,2,adults,0.43,7.0,high
USR_02262,3,mixed,0.75,5.7,medium
USR_02263,3,mixed,0.36,6.0,high
USR_02264,6,mixed,0.7,7.2,medium
USR_02265,6,kids,0.56,8.0,low
USR_02266,2,mixed,0.46,3.4,medium
USR_02267,2,adults,0.46,2.0,low
USR_02268,6,adults,0.48,7.4,medium
USR_02269,1,adults,0.48,4.7,medium
USR_02270,3,adults,0.43,7.8,high
USR_02271,5,kids,0.5,5.9,low
USR_02272,2,adults,0.88,3.7,low
USR_02273,2,adults,0.77,5.7,high
USR_02274,6,mixed,0.55,6.5,low
USR_02275,4,mixed,0.44,6.3,medium
USR_02276,5,kids,0.26,6.4,medium
USR_02277,5,adults,0.62,8.7,high
USR_02278,2,adults,0.59,6.0,high
USR_02279,1,adults,0.83,5.3,high
USR_02280,4,mixed,0.63,5.0,low
USR_02281,5,kids,0.54,9.8,high
USR_02282,2,adults,0.76,4.7,medium
USR_02283,5,adults,0.97,6.8,medium
USR_02284,4,adults,0.77,4.3,low
USR_02285,4,adults,0.87,5.6,medium
USR_02286,3,adults,0.8,6.0,high
USR_02287,6,kids,0.5,7.4,high
USR_02288,6,mixed,0.8,6.9,medium
USR_02289,2,adults,0.89,3.4,low
USR_02290,4,adults,0.53,5.8,medium
USR_02291,3,kids,0.2,3.8,high
USR_02292,3,mixed,0.63,4.7,medium
USR_02293,5,mixed,0.62,6.0,medium
USR_02294,5,kids,0.24,6.0,low
USR_02295,3,kids,0.2,6.1,medium
USR_02296,5,mixed,0.46,9.0,medium
USR_02297,4,mixed,0.35,7.5,high
USR_02298,1,adults,0.71,2.0,medium
USR_02299,4,mixed,0.76,5.3,medium
USR_02300,3,mixed,0.69,5.6,medium
USR_02301,3,kids,0.45,5.0,low
USR_02302,4,kids,0.43,7.9,high
USR_02303,5,mixed,0.74,6.4,medium
USR_02304,5,mixed,0.52,6.1,medium
USR_02305,6,mixed,0.37,9.4,medium
USR_02306,3,mixed,0.72,5.0,medium
USR_02307,2,adults,0.98,2.9,medium
USR_02308,6,kids,0.2,9.1,medium
USR_02309,5,kids,0.27,4.2,low
USR_02310,4,kids,0.58,2.0,medium
USR_02311,5,mixed,0.6,6.9,low
USR_02312,4,adults,0.81,6.8,medium
USR_02313,6,kids,0.23,7.3,low
USR_02314,3,kids,0.21,3.3,medium
USR_02315,5,mixed,0.76,7.4,high
USR_02316,4,mixed,0.59,6.4,high
USR_02317,3,mixed,0.69,4.3,medium
USR_02318,2,mixed,0.68,5.8,medium
USR_02319,4,mixed,0.43,3.9,low
USR_02320,6,mixed,0.46,7.7,medium
USR_02321,2,adults,0.94,6.5,high
USR_02322,2,adults,0.78,4.1,low
USR_02323,1,adults,0.64,4.8,medium
USR_02324,5,mixed,0.54,8.2,high
USR_02325,4,adults,0.58,7.2,high
USR_02326,2,mixed,0.36,4.0,low
USR_02327,1,adults,0.66,4.0,medium
USR_02328,6,kids,0.32,6.3,low
USR_02329,3,kids,0.31,2.8,low
USR_02330,4,kids,0.52,7.8,high
USR_02331,2,adults,0.76,6.5,high
USR_02332,5,adults,0.82,6.8,medium
USR_02333,1,kids,0.33,2.1,low
USR_02334,2,adults,0.42,3.2,high
USR_02335,5,mixed,0.7,6.6,medium
USR_02336,2,adults,0.97,2.5,medium
USR_02337,4,kids,0.54,3.9,medium
USR_02338,4,mixed,0.65,5.2,low
USR_02339,4,mixed,0.4,4.8,medium
USR_02340,6,mixed,0.56,7.7,medium
USR_02341,6,kids,0.59,6.6,low
USR_02342,1,adults,0.76,2.1,low
USR_02343,4,kids,0.3,3.2,low
USR_02344,5,adults,0.63,5.0,low
USR_02345,2,adults,0.98,3.1,medium
USR_02346,3,mixed,0.75,4.4,high
USR_02347,5,mixed,0.31,5.6,low
USR_02348,6,kids,0.48,5.4,low
USR_02349,6,mixed,0.34,7.1,medium
USR_02350,5,mixed,0.43,7.8,high
USR_02351,6,kids,0.55,6.3,medium
USR_02352,4,adults,0.47,6.2,medium
USR_02353,1,adults,0.52,2.0,medium
USR_02354,2,adults,0.9,2.3,low
USR_02355,1,mixed,0.77,2.7,low
USR_02356,2,mixed,0.38,4.9,medium
USR_02357,2,kids,0.2,5.1,medium
USR_02358,1,adults,0.82,5.2,medium
USR_02359,5,adults,0.77,6.0,medium
USR_02360,2,mixed,0.69,3.9,medium
USR_02361,1,mixed,0.35,2.0,low
USR_02362,2,adults,0.52,2.6,medium
USR_02363,3,kids,0.46,4.7,low
USR_02364,5,adults,0.89,5.1,low
USR_02365,4,kids,0.3,7.2,medium
USR_02366,2,adults,0.69,3.3,high
USR_02367,3,kids,0.22,6.5,high
USR_02368,4,mixed,0.38,4.5,medium
USR_02369,4,kids,0.25,4.2,low
USR_02370,2,adults,0.72,4.2,low
USR_02371,1,mixed,0.71,3.5,high
USR_02372,2,adults,0.59,3.5,medium
USR_02373,3,mixed,0.79,3.9,medium
USR_02374,4,kids,0.51,7.8,medium
USR_02375,2,adults,0.93,3.4,medium
USR_02376,1,adults,0.68,4.4,high
USR_02377,2,mixed,0.53,3.4,low
USR_02378,5,kids,0.13,6.8,medium
USR_02379,1,kids,0.41,3.6,high
USR_02380,3,kids,0.44,4.2,low
USR_02381,4,kids,0.2,6.2,medium
USR_02382,2,adults,0.57,3.1,medium
USR_02383,1,adults,0.91,5.6,high
USR_02384,5,mixed,0.71,7.4,low
USR_02385,1,mixed,0.42,4.0,medium
USR_02386,6,mixed,0.32,6.9,low
USR_02387,5,kids,0.56,2.9,medium
USR_02388,3,kids,0.26,4.9,low
USR_02389,4,kids,0.51,4.7,low
USR_02390,3,adults,0.64,4.6,medium
USR_02391,2,adults,0.69,2.8,high
USR_02392,1,mixed,0.44,3.4,low
USR_02393,6,kids,0.48,5.1,low
USR_02394,5,kids,0.49,6.6,medium
USR_02395,5,kids,0.57,7.6,medium
USR_02396,1,adults,0.59,3.7,high
USR_02397,6,mixed,0.33,8.3,low
USR_02398,1,adults,0.73,2.4,medium
USR_02399,2,mixed,0.73,4.3,low
USR_02400,3,kids,0.44,2.8,low
USR_02401,5,adults,0.91,7.7,medium
USR_02402,2,adults,0.99,5.2,medium
USR_02403,3,mixed,0.44,5.5,medium
USR_02404,2,mixed,0.4,3.6,medium
USR_02405,6,adults,0.57,5.6,medium
USR_02406,5,kids,0.45,6.0,medium
USR_02407,1,mixed,0.6,5.6,high
USR_02408,1,adults,0.78,3.0,low
USR_02409,3,kids,0.25,2.5,low
USR_02410,4,kids,0.16,4.4,medium
USR_02411,6,kids,0.3,8.8,medium
USR_02412,3,adults,0.94,5.0,low
USR_02413,4,kids,0.21,5.2,high
USR_02414,2,adults,0.99,2.0,low
USR_02415,6,mixed,0.61,7.5,high
USR_02416,2,adults,0.67,2.0,low
USR_02417,5,mixed,0.51,6.3,medium
USR_02418,6,kids,0.37,10.0,high
USR_02419,4,mixed,0.48,3.3,low
USR_02420,5,kids,0.57,7.3,high
USR_02421,1,kids,0.15,4.9,medium
USR_02422,4,mixed,0.38,7.6,high
USR_02423,3,adults,0.46,4.7,medium
USR_02424,1,adults,0.85,3.1,medium
USR_02425,1,adults,0.47,2.0,low
USR_02426,3,kids,0.48,4.6,medium
USR_02427,6,kids,0.28,7.1,low
USR_02428,1,adults,0.68,4.1,low
USR_02429,4,mixed,0.33,4.5,low
USR_02430,5,kids,0.14,6.3,medium
USR_02431,1,adults,0.97,2.2,medium
USR_02432,4,mixed,0.8,5.5,low
USR_02433,2,adults,0.42,4.5,low
USR_02434,4,kids,0.13,6.5,medium
USR_02435,5,kids,0.34,4.6,low
USR_02436,4,kids,0.46,5.4,low
USR_02437,3,kids,0.3,3.6,low
USR_02438,5,mixed,0.7,8.7,high
USR_02439,6,kids,0.48,8.1,high
USR_02440,2,mixed,0.62,2.3,medium
USR_02441,3,mixed,0.47,4.6,medium
USR_02442,6,mixed,0.58,7.9,medium
USR_02443,4,kids,0.35,6.0,medium
USR_02444,5,kids,0.28,5.9,medium
USR_02445,2,mixed,0.63,3.4,medium
USR_02446,3,kids,0.48,3.2,low
USR_02447,6,kids,0.27,6.3,low
USR_02448,6,kids,0.31,6.3,medium
USR_02449,2,adults,0.92,6.3,high
USR_02450,4,mixed,0.75,4.6,medium
USR_02451,2,adults,0.86,5.2,high
USR_02452,6,mixed,0.47,8.4,high
USR_02453,1,adults,0.79,3.9,low
USR_02454,3,mixed,0.58,6.2,medium
USR_02455,2,mixed,0.35,4.9,medium
USR_02456,6,mixed,0.7,8.7,high
USR_02457,4,kids,0.15,5.4,high
USR_02458,6,kids,0.12,6.0,medium
USR_02459,4,kids,0.33,4.2,low
USR_02460,2,adults,0.74,5.0,medium
USR_02461,4,mixed,0.77,5.3,low
USR_02462,5,mixed,0.39,7.5,medium
USR_02463,5,kids,0.55,8.7,high
USR_02464,5,mixed,0.33,5.6,medium
USR_02465,1,adults,0.75,3.3,medium
USR_02466,2,mixed,0.64,4.1,medium
USR_02467,6,kids,0.16,6.9,medium
USR_02468,6,mixed,0.4,6.7,medium
USR_02469,1,adults,0.63,4.7,medium
USR_02470,4,kids,0.25,6.8,high
USR_02471,1,mixed,0.48,4.3,high
USR_02472,4,kids,0.13,4.2,low
USR_02473,4,mixed,0.71,7.5,high
USR_02474,3,mixed,0.47,3.7,medium
USR_02475,6,mixed,0.34,7.3,low
USR_02476,5,kids,0.41,6.6,low
USR_02477,4,kids,0.38,4.7,low
USR_02478,3,mixed,0.47,6.3,high
USR_02479,6,kids,0.29,7.5,medium
USR_02480,5,mixed,0.75,6.5,medium
USR_02481,4,kids,0.21,5.2,low
USR_02482,4,kids,0.55,5.8,medium
USR_02483,1,adults,0.91,3.0,low
USR_02484,1,adults,1.0,3.4,medium
USR_02485,6,kids,0.56,6.0,medium
USR_02486,5,mixed,0.51,5.8,low
USR_02487,4,mixed,0.63,7.0,high
USR_02488,6,kids,0.6,6.9,low
USR_02489,6,adults,0.94,8.4,medium
USR_02490,2,adults,0.43,4.8,medium
USR_02491,1,kids,0.23,2.3,medium
USR_02492,5,mixed,0.77,5.8,low
USR_02493,4,mixed,0.31,4.8,low
USR_02494,6,kids,0.32,8.3,high
USR_02495,4,kids,0.23,5.2,low
USR_02496,2,adults,0.87,5.8,high
USR_02497,5,mixed,0.71,7.7,high
USR_02498,6,kids,0.58,8.3,low
USR_02499,4,mixed,0.73,5.5,low
USR_02500,1,adults,0.87,2.3,medium
USR_02501,2,mixed,0.48,4.5,high
USR_02502,5,kids,0.51,8.2,high
USR_02503,2,adults,0.83,2.2,medium
USR_02504,1,adults,0.87,2.0,medium
USR_02505,5,kids,0.28,6.0,low
USR_02506,2,adults,0.62,6.2,high
USR_02507,3,mixed,0.4,7.5,high
USR_02508,1,adults,0.76,2.5,low
USR_02509,1,adults,0.72,4.1,low
USR_02510,1,mixed,0.55,2.9,low
USR_02511,3,kids,0.38,2.6,low
USR_02512,3,adults,0.57,5.9,high
USR_02513,4,adults,0.72,5.0,medium
USR_02514,6,kids,0.16,7.9,low
USR_02515,2,adults,0.94,4.1,medium
USR_02516,4,kids,0.51,5.2,high
USR_02517,2,mixed,0.6,2.3,medium
USR_02518,6,mixed,0.74,7.3,medium
USR_02519,3,mixed,0.64,2.0,low
USR_02520,6,mixed,0.74,7.7,high
USR_02521,3,kids,0.4,6.2,high
USR_02522,6,mixed,0.44,5.5,low
USR_02523,4,mixed,0.73,6.4,low
USR_02524,5,mixed,0.5,7.4,low
USR_02525,4,mixed,0.65,4.0,low
USR_02526,2,mixed,0.37,3.7,medium
USR_02527,4,kids,0.13,7.9,high
USR_02528,1,adults,0.53,3.3,medium
USR_02529,2,adults,0.96,3.4,high
USR_02530,6,kids,0.53,7.1,medium
USR_02531,2,kids,0.5,3.1,medium
USR_02532,5,kids,0.39,7.8,medium
USR_02533,3,mixed,0.62,5.1,low
USR_02534,6,mixed,0.57,6.9,medium
USR_02535,2,adults,0.98,4.3,medium
USR_02536,6,adults,0.57,5.2,low
USR_02537,6,mixed,0.45,6.4,medium
USR_02538,6,mixed,0.44,9.2,medium
USR_02539,3,kids,0.47,6.0,high
USR_02540,4,kids,0.25,6.8,medium
USR_02541,6,kids,0.33,8.6,high
USR_02542,1,adults,0.82,4.9,medium
USR_02543,5,mixed,0.5,4.1,medium
USR_02544,3,adults,0.64,4.7,medium
USR_02545,2,adults,0.6,7.1,high
USR_02546,3,mixed,0.52,6.0,medium
USR_02547,2,adults,0.86,5.7,medium
USR_02548,3,kids,0.55,4.9,medium
USR_02549,2,mixed,0.72,3.5,medium
USR_02550,6,kids,0.57,5.6,low
USR_02551,4,mixed,0.77,3.9,low
USR_02552,2,adults,1.0,4.6,low
USR_02553,2,adults,0.97,5.7,high
USR_02554,1,mixed,0.68,2.7,low
USR_02555,2,adults,0.89,4.2,low
USR_02556,1,mixed,0.31,3.5,medium
